entity_id,layer,local_type,normalized_type,code,name,description,domain_code,subject_code,grade_code,axis_code,origin,provenance_class,verification_status,source_id,secondary_source_ids,properties_json
prog_prac_sci_explanation_L4,L2,Nivel de progresión,practice_progression_level,SCI-EXP-L4,Revisar explicación,Modifica la explicación al considerar nueva evidencia o una explicación alternativa.,SCI,,,,erandi,expert_synthesis,needs_expert_review,src_nrc_framework,src_daniela_map,"{""practice_id"":""prac_sci_explanation"",""level_order"":4,""official_progression"":false}"
prog_prac_sci_argument_L1,L2,Nivel de progresión,practice_progression_level,SCI-ARG-L1,Expresar una afirmación,Propone una conclusión o interpretación.,SCI,,,,erandi,expert_synthesis,needs_expert_review,src_nrc_framework,src_daniela_map,"{""practice_id"":""prac_sci_argument"",""level_order"":1,""official_progression"":false}"
prog_prac_sci_argument_L2,L2,Nivel de progresión,practice_progression_level,SCI-ARG-L2,Apoyar con evidencia,Selecciona evidencia pertinente para apoyar la afirmación.,SCI,,,,erandi,expert_synthesis,needs_expert_review,src_nrc_framework,src_daniela_map,"{""practice_id"":""prac_sci_argument"",""level_order"":2,""official_progression"":false}"
prog_prac_sci_argument_L3,L2,Nivel de progresión,practice_progression_level,SCI-ARG-L3,Comparar argumentos,Considera evidencia/razones de otras explicaciones y responde a ellas.,SCI,,,,erandi,expert_synthesis,needs_expert_review,src_nrc_framework,src_daniela_map,"{""practice_id"":""prac_sci_argument"",""level_order"":3,""official_progression"":false}"
prog_prac_sci_argument_L4,L2,Nivel de progresión,practice_progression_level,SCI-ARG-L4,Revisar y justificar,Ajusta su afirmación o justificación cuando la evidencia lo requiere.,SCI,,,,erandi,expert_synthesis,needs_expert_review,src_nrc_framework,src_daniela_map,"{""practice_id"":""prac_sci_argument"",""level_order"":4,""official_progression"":false}"
prog_prac_sci_communication_L1,L2,Nivel de progresión,practice_progression_level,SCI-COM-L1,Representar una idea,"Comunica observaciones o ideas mediante lenguaje, dibujo, material concreto o modelo.",SCI,,,,erandi,expert_synthesis,needs_expert_review,src_nrc_framework,src_daniela_map,"{""practice_id"":""prac_sci_communication"",""level_order"":1,""official_progression"":false}"
prog_prac_sci_communication_L2,L2,Nivel de progresión,practice_progression_level,SCI-COM-L2,Seleccionar evidencia,Incluye información/evidencia relevante al propósito.,SCI,,,,erandi,expert_synthesis,needs_expert_review,src_nrc_framework,src_daniela_map,"{""practice_id"":""prac_sci_communication"",""level_order"":2,""official_progression"":false}"
prog_prac_sci_communication_L3,L2,Nivel de progresión,practice_progression_level,SCI-COM-L3,Adecuar a audiencia y propósito,Elige representaciones y nivel de detalle apropiados.,SCI,,,,erandi,expert_synthesis,needs_expert_review,src_nrc_framework,src_daniela_map,"{""practice_id"":""prac_sci_communication"",""level_order"":3,""official_progression"":false}"
prog_prac_sci_communication_L4,L2,Nivel de progresión,practice_progression_level,SCI-COM-L4,Integrar y responder,"Compara ideas, responde preguntas y revisa la comunicación para mejorar claridad/precisión.",SCI,,,,erandi,expert_synthesis,needs_expert_review,src_nrc_framework,src_daniela_map,"{""practice_id"":""prac_sci_communication"",""level_order"":4,""official_progression"":false}"
prog_prac_sci_systems_L1,L2,Nivel de progresión,practice_progression_level,SCI-SYS-L1,Identificar componentes,Reconoce partes relevantes de un sistema.,SCI,,,,erandi,expert_synthesis,needs_expert_review,src_nrc_framework,src_daniela_map,"{""practice_id"":""prac_sci_systems"",""level_order"":1,""official_progression"":false}"
prog_prac_sci_systems_L2,L2,Nivel de progresión,practice_progression_level,SCI-SYS-L2,Conectar componentes,Representa relaciones entre componentes.,SCI,,,,erandi,expert_synthesis,needs_expert_review,src_nrc_framework,src_daniela_map,"{""practice_id"":""prac_sci_systems"",""level_order"":2,""official_progression"":false}"
prog_prac_sci_systems_L3,L2,Nivel de progresión,practice_progression_level,SCI-SYS-L3,Rastrear efectos,Predice cómo un cambio en una parte puede afectar otras.,SCI,,,,erandi,expert_synthesis,needs_expert_review,src_nrc_framework,src_daniela_map,"{""practice_id"":""prac_sci_systems"",""level_order"":3,""official_progression"":false}"
prog_prac_sci_systems_L4,L2,Nivel de progresión,practice_progression_level,SCI-SYS-L4,Razonar sobre límites y retroalimentaciones,"Considera múltiples relaciones, límites del modelo y efectos indirectos.",SCI,,,,erandi,expert_synthesis,needs_expert_review,src_nrc_framework,src_daniela_map,"{""practice_id"":""prac_sci_systems"",""level_order"":4,""official_progression"":false}"
prog_prac_eng_define_L1,L2,Nivel de progresión,practice_progression_level,ENG-DEF-L1,Reconocer una necesidad,Identifica una situación que podría mejorarse o resolverse.,ENG,,,,erandi,expert_synthesis,needs_expert_review,src_nrc_framework,,"{""practice_id"":""prac_eng_define"",""level_order"":1,""official_progression"":false}"
prog_prac_eng_define_L2,L2,Nivel de progresión,practice_progression_level,ENG-DEF-L2,Enunciar el problema,Describe para quién es el problema y qué necesita lograrse.,ENG,,,,erandi,expert_synthesis,needs_expert_review,src_nrc_framework,,"{""practice_id"":""prac_eng_define"",""level_order"":2,""official_progression"":false}"
prog_prac_eng_define_L3,L2,Nivel de progresión,practice_progression_level,ENG-DEF-L3,Delimitar,Distingue el problema central de aspectos secundarios y explicita información necesaria.,ENG,,,,erandi,expert_synthesis,needs_expert_review,src_nrc_framework,,"{""practice_id"":""prac_eng_define"",""level_order"":3,""official_progression"":false}"
prog_prac_eng_define_L4,L2,Nivel de progresión,practice_progression_level,ENG-DEF-L4,Reformular con evidencia,Ajusta la definición del problema después de investigar usuarios/contexto.,ENG,,,,erandi,expert_synthesis,needs_expert_review,src_nrc_framework,,"{""practice_id"":""prac_eng_define"",""level_order"":4,""official_progression"":false}"
prog_prac_eng_criteria_L1,L2,Nivel de progresión,practice_progression_level,ENG-CC-L1,Reconocer éxito y límites,Identifica qué debería lograr la solución y una limitación relevante.,ENG,,,,erandi,expert_synthesis,needs_expert_review,src_nrc_framework,,"{""practice_id"":""prac_eng_criteria"",""level_order"":1,""official_progression"":false}"
prog_prac_eng_criteria_L2,L2,Nivel de progresión,practice_progression_level,ENG-CC-L2,Explicitar criterios/restricciones,Formula criterios de éxito y restricciones observables.,ENG,,,,erandi,expert_synthesis,needs_expert_review,src_nrc_framework,,"{""practice_id"":""prac_eng_criteria"",""level_order"":2,""official_progression"":false}"
prog_prac_eng_criteria_L3,L2,Nivel de progresión,practice_progression_level,ENG-CC-L3,Priorizar y medir,Decide cuáles criterios importan más y cómo se comprobarán.,ENG,,,,erandi,expert_synthesis,needs_expert_review,src_nrc_framework,,"{""practice_id"":""prac_eng_criteria"",""level_order"":3,""official_progression"":false}"
prog_prac_eng_criteria_L4,L2,Nivel de progresión,practice_progression_level,ENG-CC-L4,Revisar criterios,Ajusta criterios/restricciones según evidencia y contexto.,ENG,,,,erandi,expert_synthesis,needs_expert_review,src_nrc_framework,,"{""practice_id"":""prac_eng_criteria"",""level_order"":4,""official_progression"":false}"
prog_prac_eng_ideate_L1,L2,Nivel de progresión,practice_progression_level,ENG-IDEA-L1,Generar una idea,Propone al menos una solución posible.,ENG,,,,erandi,expert_synthesis,needs_expert_review,src_nrc_framework,,"{""practice_id"":""prac_eng_ideate"",""level_order"":1,""official_progression"":false}"
prog_prac_eng_ideate_L2,L2,Nivel de progresión,practice_progression_level,ENG-IDEA-L2,Generar alternativas,Produce varias opciones diferentes antes de elegir.,ENG,,,,erandi,expert_synthesis,needs_expert_review,src_nrc_framework,,"{""practice_id"":""prac_eng_ideate"",""level_order"":2,""official_progression"":false}"
prog_prac_eng_ideate_L3,L2,Nivel de progresión,practice_progression_level,ENG-IDEA-L3,Combinar y comparar,Usa criterios para combinar fortalezas o seleccionar una alternativa.,ENG,,,,erandi,expert_synthesis,needs_expert_review,src_nrc_framework,,"{""practice_id"":""prac_eng_ideate"",""level_order"":3,""official_progression"":false}"
prog_prac_eng_ideate_L4,L2,Nivel de progresión,practice_progression_level,ENG-IDEA-L4,Idear estratégicamente,Genera alternativas dirigidas a superar fallas o trade-offs observados.,ENG,,,,erandi,expert_synthesis,needs_expert_review,src_nrc_framework,,"{""practice_id"":""prac_eng_ideate"",""level_order"":4,""official_progression"":false}"
prog_prac_eng_modelproto_L1,L2,Nivel de progresión,practice_progression_level,ENG-PROT-L1,Representar una solución,"Produce un dibujo, modelo o construcción parcial de una idea.",ENG,,,,erandi,expert_synthesis,needs_expert_review,src_nrc_framework,,"{""practice_id"":""prac_eng_modelproto"",""level_order"":1,""official_progression"":false}"
prog_prac_eng_modelproto_L2,L2,Nivel de progresión,practice_progression_level,ENG-PROT-L2,Hacer visible el funcionamiento,El prototipo representa componentes y relaciones relevantes al criterio de diseño.,ENG,,,,erandi,expert_synthesis,needs_expert_review,src_nrc_framework,,"{""practice_id"":""prac_eng_modelproto"",""level_order"":2,""official_progression"":false}"
prog_prac_eng_modelproto_L3,L2,Nivel de progresión,practice_progression_level,ENG-PROT-L3,Prototipar para probar,Construye deliberadamente una versión que permita recolectar evidencia sobre una hipótesis de diseño.,ENG,,,,erandi,expert_synthesis,needs_expert_review,src_nrc_framework,,"{""practice_id"":""prac_eng_modelproto"",""level_order"":3,""official_progression"":false}"
prog_prac_eng_modelproto_L4,L2,Nivel de progresión,practice_progression_level,ENG-PROT-L4,Elegir fidelidad estratégicamente,Selecciona qué aspectos prototipar con mayor detalle según la pregunta de prueba.,ENG,,,,erandi,expert_synthesis,needs_expert_review,src_nrc_framework,,"{""practice_id"":""prac_eng_modelproto"",""level_order"":4,""official_progression"":false}"
prog_prac_eng_test_L1,L2,Nivel de progresión,practice_progression_level,ENG-TEST-L1,Probar funcionamiento,Observa qué ocurre cuando se usa o prueba la solución.,ENG,,,,erandi,expert_synthesis,needs_expert_review,src_nrc_framework,,"{""practice_id"":""prac_eng_test"",""level_order"":1,""official_progression"":false}"
prog_prac_eng_test_L2,L2,Nivel de progresión,practice_progression_level,ENG-TEST-L2,Probar contra un criterio,Recolecta evidencia vinculada explícitamente a un criterio.,ENG,,,,erandi,expert_synthesis,needs_expert_review,src_nrc_framework,,"{""practice_id"":""prac_eng_test"",""level_order"":2,""official_progression"":false}"
prog_prac_eng_test_L3,L2,Nivel de progresión,practice_progression_level,ENG-TEST-L3,Comparar alternativas,Aplica un procedimiento comparable a más de una solución o versión.,ENG,,,,erandi,expert_synthesis,needs_expert_review,src_nrc_framework,,"{""practice_id"":""prac_eng_test"",""level_order"":3,""official_progression"":false}"
prog_prac_eng_test_L4,L2,Nivel de progresión,practice_progression_level,ENG-TEST-L4,Evaluar validez de la prueba,Identifica si la prueba realmente permite juzgar el criterio y propone mejoras.,ENG,,,,erandi,expert_synthesis,needs_expert_review,src_nrc_framework,,"{""practice_id"":""prac_eng_test"",""level_order"":4,""official_progression"":false}"
prog_prac_eng_iterate_L1,L2,Nivel de progresión,practice_progression_level,ENG-ITER-L1,Cambiar después de probar,Modifica una solución después de observar un problema.,ENG,,,,erandi,expert_synthesis,needs_expert_review,src_nrc_framework,,"{""practice_id"":""prac_eng_iterate"",""level_order"":1,""official_progression"":false}"
prog_prac_eng_iterate_L2,L2,Nivel de progresión,practice_progression_level,ENG-ITER-L2,Usar evidencia para cambiar,Explica qué evidencia motivó una modificación específica.,ENG,,,,erandi,expert_synthesis,needs_expert_review,src_nrc_framework,,"{""practice_id"":""prac_eng_iterate"",""level_order"":2,""official_progression"":false}"
prog_prac_eng_iterate_L3,L2,Nivel de progresión,practice_progression_level,ENG-ITER-L3,Priorizar cambios,"Decide qué modificar primero según criterios, restricciones y resultados.",ENG,,,,erandi,expert_synthesis,needs_expert_review,src_nrc_framework,,"{""practice_id"":""prac_eng_iterate"",""level_order"":3,""official_progression"":false}"
prog_prac_eng_iterate_L4,L2,Nivel de progresión,practice_progression_level,ENG-ITER-L4,Optimizar,Realiza ciclos de prueba y revisión gestionando múltiples criterios/trade-offs.,ENG,,,,erandi,expert_synthesis,needs_expert_review,src_nrc_framework,,"{""practice_id"":""prac_eng_iterate"",""level_order"":4,""official_progression"":false}"
prog_prac_eng_tradeoffs_L1,L2,Nivel de progresión,practice_progression_level,ENG-TRADE-L1,Reconocer ventajas y limitaciones,Identifica algo que una solución hace bien y algo que limita.,ENG,,,,erandi,expert_synthesis,needs_expert_review,src_nrc_framework,,"{""practice_id"":""prac_eng_tradeoffs"",""level_order"":1,""official_progression"":false}"
prog_prac_eng_tradeoffs_L2,L2,Nivel de progresión,practice_progression_level,ENG-TRADE-L2,Comparar contra varios criterios,Observa que una alternativa puede ser mejor en un criterio y peor en otro.,ENG,,,,erandi,expert_synthesis,needs_expert_review,src_nrc_framework,,"{""practice_id"":""prac_eng_tradeoffs"",""level_order"":2,""official_progression"":false}"
prog_prac_eng_tradeoffs_L3,L2,Nivel de progresión,practice_progression_level,ENG-TRADE-L3,Justificar una elección,Explica por qué acepta ciertos compromisos según prioridades.,ENG,,,,erandi,expert_synthesis,needs_expert_review,src_nrc_framework,,"{""practice_id"":""prac_eng_tradeoffs"",""level_order"":3,""official_progression"":false}"
prog_prac_eng_tradeoffs_L4,L2,Nivel de progresión,practice_progression_level,ENG-TRADE-L4,Gestionar trade-offs explícitamente,Usa evidencia y prioridades para optimizar entre criterios en tensión.,ENG,,,,erandi,expert_synthesis,needs_expert_review,src_nrc_framework,,"{""practice_id"":""prac_eng_tradeoffs"",""level_order"":4,""official_progression"":false}"
prog_prac_eng_argument_L1,L2,Nivel de progresión,practice_progression_level,ENG-ARG-L1,Expresar decisión,Indica qué solución o cambio prefiere.,ENG,,,,erandi,expert_synthesis,needs_expert_review,src_nrc_framework,,"{""practice_id"":""prac_eng_argument"",""level_order"":1,""official_progression"":false}"
prog_prac_eng_argument_L2,L2,Nivel de progresión,practice_progression_level,ENG-ARG-L2,Justificar con criterios/evidencia,Relaciona su decisión con resultados de prueba o criterios.,ENG,,,,erandi,expert_synthesis,needs_expert_review,src_nrc_framework,,"{""practice_id"":""prac_eng_argument"",""level_order"":2,""official_progression"":false}"
prog_prac_eng_argument_L3,L2,Nivel de progresión,practice_progression_level,ENG-ARG-L3,Comparar alternativas,Contrasta evidencia de distintas soluciones.,ENG,,,,erandi,expert_synthesis,needs_expert_review,src_nrc_framework,,"{""practice_id"":""prac_eng_argument"",""level_order"":3,""official_progression"":false}"
prog_prac_eng_argument_L4,L2,Nivel de progresión,practice_progression_level,ENG-ARG-L4,Defender/revisar decisión,Responde a objeciones y cambia su decisión cuando la evidencia lo amerita.,ENG,,,,erandi,expert_synthesis,needs_expert_review,src_nrc_framework,,"{""practice_id"":""prac_eng_argument"",""level_order"":4,""official_progression"":false}"
prog_prac_eng_communicate_L1,L2,Nivel de progresión,practice_progression_level,ENG-COM-L1,Mostrar la solución,Representa qué construyó y qué intenta lograr.,ENG,,,,erandi,expert_synthesis,needs_expert_review,src_nrc_framework,,"{""practice_id"":""prac_eng_communicate"",""level_order"":1,""official_progression"":false}"
prog_prac_eng_communicate_L2,L2,Nivel de progresión,practice_progression_level,ENG-COM-L2,Explicar decisiones,"Comunica criterios, restricciones y decisiones centrales.",ENG,,,,erandi,expert_synthesis,needs_expert_review,src_nrc_framework,,"{""practice_id"":""prac_eng_communicate"",""level_order"":2,""official_progression"":false}"
prog_prac_eng_communicate_L3,L2,Nivel de progresión,practice_progression_level,ENG-COM-L3,Comunicar evidencia,Integra resultados de pruebas para justificar cambios.,ENG,,,,erandi,expert_synthesis,needs_expert_review,src_nrc_framework,,"{""practice_id"":""prac_eng_communicate"",""level_order"":3,""official_progression"":false}"
prog_prac_eng_communicate_L4,L2,Nivel de progresión,practice_progression_level,ENG-COM-L4,Comunicar proceso y limitaciones,"Explica iteraciones, trade-offs, evidencia y límites de la solución.",ENG,,,,erandi,expert_synthesis,needs_expert_review,src_nrc_framework,,"{""practice_id"":""prac_eng_communicate"",""level_order"":4,""official_progression"":false}"
prog_prac_eng_systems_L1,L2,Nivel de progresión,practice_progression_level,ENG-SYS-L1,Identificar elementos,"Reconoce usuario, solución y componentes básicos del contexto.",ENG,,,,erandi,expert_synthesis,needs_expert_review,src_nrc_framework,,"{""practice_id"":""prac_eng_systems"",""level_order"":1,""official_progression"":false}"
prog_prac_eng_systems_L2,L2,Nivel de progresión,practice_progression_level,ENG-SYS-L2,Conectar impactos,"Describe interacciones entre solución, usuario, materiales y ambiente.",ENG,,,,erandi,expert_synthesis,needs_expert_review,src_nrc_framework,,"{""practice_id"":""prac_eng_systems"",""level_order"":2,""official_progression"":false}"
prog_prac_eng_systems_L3,L2,Nivel de progresión,practice_progression_level,ENG-SYS-L3,Anticipar consecuencias,Predice efectos directos e indirectos de decisiones de diseño.,ENG,,,,erandi,expert_synthesis,needs_expert_review,src_nrc_framework,,"{""practice_id"":""prac_eng_systems"",""level_order"":3,""official_progression"":false}"
prog_prac_eng_systems_L4,L2,Nivel de progresión,practice_progression_level,ENG-SYS-L4,Rediseñar considerando el sistema,Modifica una solución considerando múltiples actores/efectos y tensiones.,ENG,,,,erandi,expert_synthesis,needs_expert_review,src_nrc_framework,,"{""practice_id"":""prac_eng_systems"",""level_order"":4,""official_progression"":false}"
prog_prac_math_make_sense_L1,L2,Nivel de progresión,practice_progression_level,MAT-1-L1,Participar con apoyo,"Participa en la práctica «Dar sentido a problemas y perseverar» con apoyos explícitos, ejemplos o una estructura provista.",MAT,,,,erandi,expert_synthesis,needs_expert_review,src_ccss_math,,"{""practice_id"":""prac_math_make_sense"",""level_order"":1,""official_progression"":false}"
prog_prac_math_make_sense_L2,L2,Nivel de progresión,practice_progression_level,MAT-1-L2,Aplicar con propósito,"Aplica «Dar sentido a problemas y perseverar» en una situación conocida, explicando decisiones básicas y usando representaciones/herramientas pertinentes.",MAT,,,,erandi,expert_synthesis,needs_expert_review,src_ccss_math,,"{""practice_id"":""prac_math_make_sense"",""level_order"":2,""official_progression"":false}"
prog_prac_math_make_sense_L3,L2,Nivel de progresión,practice_progression_level,MAT-1-L3,"Seleccionar, justificar y revisar","Usa «Dar sentido a problemas y perseverar» con mayor autonomía; selecciona estrategias, justifica decisiones y revisa su trabajo frente a criterios, evidencia o retroalimentación.",MAT,,,,erandi,expert_synthesis,needs_expert_review,src_ccss_math,,"{""practice_id"":""prac_math_make_sense"",""level_order"":3,""official_progression"":false}"
prog_prac_math_reason_abstract_L1,L2,Nivel de progresión,practice_progression_level,MAT-2-L1,Participar con apoyo,"Participa en la práctica «Razonar de manera abstracta y cuantitativa» con apoyos explícitos, ejemplos o una estructura provista.",MAT,,,,erandi,expert_synthesis,needs_expert_review,src_ccss_math,,"{""practice_id"":""prac_math_reason_abstract"",""level_order"":1,""official_progression"":false}"
prog_prac_math_reason_abstract_L2,L2,Nivel de progresión,practice_progression_level,MAT-2-L2,Aplicar con propósito,"Aplica «Razonar de manera abstracta y cuantitativa» en una situación conocida, explicando decisiones básicas y usando representaciones/herramientas pertinentes.",MAT,,,,erandi,expert_synthesis,needs_expert_review,src_ccss_math,,"{""practice_id"":""prac_math_reason_abstract"",""level_order"":2,""official_progression"":false}"
prog_prac_math_reason_abstract_L3,L2,Nivel de progresión,practice_progression_level,MAT-2-L3,"Seleccionar, justificar y revisar","Usa «Razonar de manera abstracta y cuantitativa» con mayor autonomía; selecciona estrategias, justifica decisiones y revisa su trabajo frente a criterios, evidencia o retroalimentación.",MAT,,,,erandi,expert_synthesis,needs_expert_review,src_ccss_math,,"{""practice_id"":""prac_math_reason_abstract"",""level_order"":3,""official_progression"":false}"
prog_prac_math_argument_L1,L2,Nivel de progresión,practice_progression_level,MAT-3-L1,Participar con apoyo,"Participa en la práctica «Construir argumentos y criticar razonamientos» con apoyos explícitos, ejemplos o una estructura provista.",MAT,,,,erandi,expert_synthesis,needs_expert_review,src_ccss_math,,"{""practice_id"":""prac_math_argument"",""level_order"":1,""official_progression"":false}"
prog_prac_math_argument_L2,L2,Nivel de progresión,practice_progression_level,MAT-3-L2,Aplicar con propósito,"Aplica «Construir argumentos y criticar razonamientos» en una situación conocida, explicando decisiones básicas y usando representaciones/herramientas pertinentes.",MAT,,,,erandi,expert_synthesis,needs_expert_review,src_ccss_math,,"{""practice_id"":""prac_math_argument"",""level_order"":2,""official_progression"":false}"
prog_prac_math_argument_L3,L2,Nivel de progresión,practice_progression_level,MAT-3-L3,"Seleccionar, justificar y revisar","Usa «Construir argumentos y criticar razonamientos» con mayor autonomía; selecciona estrategias, justifica decisiones y revisa su trabajo frente a criterios, evidencia o retroalimentación.",MAT,,,,erandi,expert_synthesis,needs_expert_review,src_ccss_math,,"{""practice_id"":""prac_math_argument"",""level_order"":3,""official_progression"":false}"
prog_prac_math_model_L1,L2,Nivel de progresión,practice_progression_level,MAT-4-L1,Participar con apoyo,"Participa en la práctica «Modelar con matemática» con apoyos explícitos, ejemplos o una estructura provista.",MAT,,,,erandi,expert_synthesis,needs_expert_review,src_ccss_math,,"{""practice_id"":""prac_math_model"",""level_order"":1,""official_progression"":false}"
prog_prac_math_model_L2,L2,Nivel de progresión,practice_progression_level,MAT-4-L2,Aplicar con propósito,"Aplica «Modelar con matemática» en una situación conocida, explicando decisiones básicas y usando representaciones/herramientas pertinentes.",MAT,,,,erandi,expert_synthesis,needs_expert_review,src_ccss_math,,"{""practice_id"":""prac_math_model"",""level_order"":2,""official_progression"":false}"
prog_prac_math_model_L3,L2,Nivel de progresión,practice_progression_level,MAT-4-L3,"Seleccionar, justificar y revisar","Usa «Modelar con matemática» con mayor autonomía; selecciona estrategias, justifica decisiones y revisa su trabajo frente a criterios, evidencia o retroalimentación.",MAT,,,,erandi,expert_synthesis,needs_expert_review,src_ccss_math,,"{""practice_id"":""prac_math_model"",""level_order"":3,""official_progression"":false}"
prog_prac_math_tools_L1,L2,Nivel de progresión,practice_progression_level,MAT-5-L1,Participar con apoyo,"Participa en la práctica «Usar herramientas estratégicamente» con apoyos explícitos, ejemplos o una estructura provista.",MAT,,,,erandi,expert_synthesis,needs_expert_review,src_ccss_math,,"{""practice_id"":""prac_math_tools"",""level_order"":1,""official_progression"":false}"
prog_prac_math_tools_L2,L2,Nivel de progresión,practice_progression_level,MAT-5-L2,Aplicar con propósito,"Aplica «Usar herramientas estratégicamente» en una situación conocida, explicando decisiones básicas y usando representaciones/herramientas pertinentes.",MAT,,,,erandi,expert_synthesis,needs_expert_review,src_ccss_math,,"{""practice_id"":""prac_math_tools"",""level_order"":2,""official_progression"":false}"
prog_prac_math_tools_L3,L2,Nivel de progresión,practice_progression_level,MAT-5-L3,"Seleccionar, justificar y revisar","Usa «Usar herramientas estratégicamente» con mayor autonomía; selecciona estrategias, justifica decisiones y revisa su trabajo frente a criterios, evidencia o retroalimentación.",MAT,,,,erandi,expert_synthesis,needs_expert_review,src_ccss_math,,"{""practice_id"":""prac_math_tools"",""level_order"":3,""official_progression"":false}"
prog_prac_math_precision_L1,L2,Nivel de progresión,practice_progression_level,MAT-6-L1,Participar con apoyo,"Participa en la práctica «Atender a la precisión» con apoyos explícitos, ejemplos o una estructura provista.",MAT,,,,erandi,expert_synthesis,needs_expert_review,src_ccss_math,,"{""practice_id"":""prac_math_precision"",""level_order"":1,""official_progression"":false}"
prog_prac_math_precision_L2,L2,Nivel de progresión,practice_progression_level,MAT-6-L2,Aplicar con propósito,"Aplica «Atender a la precisión» en una situación conocida, explicando decisiones básicas y usando representaciones/herramientas pertinentes.",MAT,,,,erandi,expert_synthesis,needs_expert_review,src_ccss_math,,"{""practice_id"":""prac_math_precision"",""level_order"":2,""official_progression"":false}"
prog_prac_math_precision_L3,L2,Nivel de progresión,practice_progression_level,MAT-6-L3,"Seleccionar, justificar y revisar","Usa «Atender a la precisión» con mayor autonomía; selecciona estrategias, justifica decisiones y revisa su trabajo frente a criterios, evidencia o retroalimentación.",MAT,,,,erandi,expert_synthesis,needs_expert_review,src_ccss_math,,"{""practice_id"":""prac_math_precision"",""level_order"":3,""official_progression"":false}"
prog_prac_math_structure_L1,L2,Nivel de progresión,practice_progression_level,MAT-7-L1,Participar con apoyo,"Participa en la práctica «Buscar y usar estructura» con apoyos explícitos, ejemplos o una estructura provista.",MAT,,,,erandi,expert_synthesis,needs_expert_review,src_ccss_math,,"{""practice_id"":""prac_math_structure"",""level_order"":1,""official_progression"":false}"
prog_prac_math_structure_L2,L2,Nivel de progresión,practice_progression_level,MAT-7-L2,Aplicar con propósito,"Aplica «Buscar y usar estructura» en una situación conocida, explicando decisiones básicas y usando representaciones/herramientas pertinentes.",MAT,,,,erandi,expert_synthesis,needs_expert_review,src_ccss_math,,"{""practice_id"":""prac_math_structure"",""level_order"":2,""official_progression"":false}"
prog_prac_math_structure_L3,L2,Nivel de progresión,practice_progression_level,MAT-7-L3,"Seleccionar, justificar y revisar","Usa «Buscar y usar estructura» con mayor autonomía; selecciona estrategias, justifica decisiones y revisa su trabajo frente a criterios, evidencia o retroalimentación.",MAT,,,,erandi,expert_synthesis,needs_expert_review,src_ccss_math,,"{""practice_id"":""prac_math_structure"",""level_order"":3,""official_progression"":false}"
prog_prac_math_regularity_L1,L2,Nivel de progresión,practice_progression_level,MAT-8-L1,Participar con apoyo,"Participa en la práctica «Buscar regularidad en razonamientos repetidos» con apoyos explícitos, ejemplos o una estructura provista.",MAT,,,,erandi,expert_synthesis,needs_expert_review,src_ccss_math,,"{""practice_id"":""prac_math_regularity"",""level_order"":1,""official_progression"":false}"
prog_prac_math_regularity_L2,L2,Nivel de progresión,practice_progression_level,MAT-8-L2,Aplicar con propósito,"Aplica «Buscar regularidad en razonamientos repetidos» en una situación conocida, explicando decisiones básicas y usando representaciones/herramientas pertinentes.",MAT,,,,erandi,expert_synthesis,needs_expert_review,src_ccss_math,,"{""practice_id"":""prac_math_regularity"",""level_order"":2,""official_progression"":false}"
prog_prac_math_regularity_L3,L2,Nivel de progresión,practice_progression_level,MAT-8-L3,"Seleccionar, justificar y revisar","Usa «Buscar regularidad en razonamientos repetidos» con mayor autonomía; selecciona estrategias, justifica decisiones y revisa su trabajo frente a criterios, evidencia o retroalimentación.",MAT,,,,erandi,expert_synthesis,needs_expert_review,src_ccss_math,,"{""practice_id"":""prac_math_regularity"",""level_order"":3,""official_progression"":false}"
prog_prac_cs_positive_impact_L1,L2,Nivel de progresión,practice_progression_level,TEC-1-L1,Participar con apoyo,"Participa en la práctica «Usar la computación para un impacto social positivo» con apoyos explícitos, ejemplos o una estructura provista.",TEC,,,,erandi,expert_synthesis,needs_expert_review,src_csta_2026,,"{""practice_id"":""prac_cs_positive_impact"",""level_order"":1,""official_progression"":false}"
